entry_id,payment_id,user_id,entry_type,currency,amount,posted_at,failure_mode
1cdc0b87-bf9b-48fa-ae34-136293720958,7b6f1d84-4be9-4523-ab3d-678b76d63289,b4e9f61f-be83-407a-b593-67ac85f2d514,credit,USD,186963.19,2026-04-16 04:23:36.215291+00:00,
991578a5-3e01-45d2-9545-20756cc8b070,fd3322ee-3bba-42fd-9586-62ecfda37248,7aeeab79-bf39-4a51-9425-ba04748e610b,credit,EUR,9748.18,2026-03-14 05:39:37.215318+00:00,
61981887-d911-4072-b1b9-849796831012,ad63ab17-13e3-455e-aa97-0d71e00ab3d4,3cdc161f-3627-4a04-bddc-2460b57a6052,debit,USD,439006.02,2026-05-30 05:39:01.215342+00:00,
1f9ed171-56cf-44e5-9260-2af03a3b5975,803ab3e4-227e-44d7-80f9-c8295566499c,a738c99b-6e8f-477e-8435-8eec180da5c4,credit,USD,329878.81,2026-05-22 12:27:34.215366+00:00,
0e618edd-b815-4e28-82a2-9d8265d7df77,0e9675dc-f62c-440e-b5bf-7fe486254d29,eac2ddbf-0510-4886-a352-83ba9018e679,debit,GHS,344936.92,2026-05-08 06:52:58.215388+00:00,
6a2c1522-55de-4ab1-b289-64e4a28fcd43,d11bff3f-d312-481c-b35d-4cbdbc8f4ab9,16b28bfa-731c-4679-a27a-a4d7a478f077,credit,EUR,60510.89,2026-06-01 08:02:33.215410+00:00,
ce49913f-8cd1-4b0f-a8ac-477baaeac498,8aeada52-e2fa-48cd-9d5d-a8a51980482c,d9aacbe9-db49-4dfc-a4e1-e760c43fa9ac,credit,NGN,35505.83,2026-06-01 20:02:50.215434+00:00,
5bbc1cac-65c1-4634-a2bb-883adb019419,8f760f6f-ea6e-4a71-9c6a-f27c80246f7e,cfae3e7f-6e03-42f5-8d39-eb55b441e594,debit,USD,139245.85,2026-05-17 18:01:22.215463+00:00,
593c264a-8f24-4fc8-a7fa-4b609c497904,ab0387cf-1a5d-4513-a847-0ed27fa84539,8bf14c28-4b58-4f82-8b2f-aa57dc771b6a,credit,USD,392311.87,2026-05-20 01:32:36.215490+00:00,
c060cd8f-ea00-4f5a-a608-f05af5f3400e,db6ac1d7-047d-4db0-a0ee-a4a4ee5507f9,e580a846-2175-48d6-9dd9-9beeef9d1a6d,debit,EUR,233517.66,2026-06-02 07:00:32.215523+00:00,
2f7c664e-9244-4563-af0a-4dd4be6aac19,0f61fadb-6092-40b1-ab0d-5ad0f1b2be01,a0a515e1-a1c5-4f65-8f03-ec84dbab6141,debit,GHS,169657.91,2026-05-14 09:49:17.215552+00:00,
9052127a-e032-4386-9e39-1a332775f8e9,3e3ffbf6-2db5-46c4-b342-4aeebada568f,8dc9a769-b693-4ee4-b2df-6b15af0bd6da,credit,GBP,231319.41,2026-04-25 12:40:06.215578+00:00,
a06e809b-fdf9-4d0a-afd5-f15eff62c059,19234390-77be-4ac8-957e-48faba239527,ca471bef-fb8b-45cb-8b9b-1b0b1fa093c9,debit,NGN,484498.44,2026-05-22 09:42:06.215606+00:00,
7210895e-3173-40bc-bbd6-7c8c7ef3b47f,6d4f86bd-76a7-4770-8e6c-6a8bfb0dc25a,4a844a48-64d4-4c7c-bee9-f909c5e083d4,debit,EUR,1087.67,2026-05-12 19:15:46.215634+00:00,
e7072654-bf1c-4386-89a8-989b91ba093d,877fa1f7-4e87-49ed-a9c2-6152017d4b3e,c4a07f19-9671-4bf1-8e10-14fde4e2fe04,debit,GHS,478659.25,2026-04-04 06:57:55.215657+00:00,
621d8b00-00b9-416f-8c27-9f5e48471d0c,0692450e-13a7-4a99-b05e-9a3d0c96ea9b,ae73e9c5-ad60-4e3b-bb07-00d40461c2b2,debit,KES,367871.23,2026-03-26 22:19:28.215680+00:00,
7f49b020-5aab-4181-a403-75c590a969e2,26175938-0a5c-47e7-b6a8-d1aa637b9ce3,cbba1e14-2211-4676-a60c-370412f37282,credit,USD,28449.22,2026-05-30 18:33:55.215708+00:00,
a617696d-5db6-4ac3-b82c-65a6bba83f2e,0af20d9c-c0a0-4086-8f49-22ef7ac522dd,d7e986bb-0da7-4467-8423-85938237c50c,debit,NGN,470798.65,2026-05-14 15:30:45.215732+00:00,
39cbdcf1-c79b-4910-999a-31d132b37793,9c44a9ae-888f-4cd1-83d3-3b337b574ac4,fd9575b9-f5f0-4cc9-b803-65d9bab7bdec,credit,KES,261396.13,2026-05-18 17:16:20.215755+00:00,
d7c031e4-3173-4ee9-a296-d6149dfa3181,a095bced-3701-44ce-a3c5-c545911a73e5,1a50088c-0238-4655-ad82-9be66d66253e,debit,USD,335848.39,2026-04-24 03:49:13.215789+00:00,
564f75a8-6ff4-411d-83bc-dcbc811c5652,cb0a1951-574a-42ea-89fd-2e82c00e86f0,94580f52-9673-45ef-8457-45d587d676f4,debit,KES,499227.24,2026-05-31 10:31:33.215837+00:00,
bd78be1d-0eeb-44e8-bb14-c9205fb695d6,507bc2ff-3c0f-48d6-8b46-efe36b99586f,6bf60964-b3fd-4b75-9b1b-42151fb2812d,debit,USD,184769.85,2026-04-26 00:11:39.215885+00:00,
d1f4f48e-ada9-42f2-9905-f58b3db5dc6a,ff185538-d910-4d1e-aebe-06588e6c4c3c,3b4f3744-47ec-4fea-b418-73a5f36007d0,credit,GHS,408553.90,2026-04-04 03:25:23.215915+00:00,
98fe6e5a-81ec-4643-98df-70590b4bc68d,f7fc0035-da8d-457a-bdb1-3c1c72ff8802,349dcfda-76c6-42f3-8d01-bad6d57528ac,debit,NGN,371210.92,2026-05-12 02:36:58.215940+00:00,
d9a6f7b6-064f-41db-8c32-f7a8ec2a45fc,844c24f9-3ac8-434b-9cca-06a7888d7492,7356ace8-f832-46f0-a143-968ae32c4aea,debit,KES,244271.04,2026-05-29 14:09:56.215969+00:00,
661c359d-f18a-4f7a-ac98-8b93f037981b,e89a4a92-3499-4462-b420-912d2002a687,4474125f-7251-47da-838d-d85c6de0b584,debit,USD,318560.32,2026-05-22 20:43:03.215995+00:00,
c5e74dd4-9455-4b80-9152-91f058758513,f9784083-7818-4270-af0a-0bf36387a418,7f12ca10-0218-46f4-ad12-9a86dd93d6e3,credit,NGN,55945.82,2026-03-11 18:55:33.216022+00:00,
74bf40b2-5d09-4f3c-83d0-7970664a64c9,5da71db3-22b6-4069-b69c-420e05a21859,dc19082a-1f99-405a-a75c-aff298e13fe6,credit,USD,214899.06,2026-05-08 14:56:24.216049+00:00,
4ad9b5e0-f5ab-4caf-b2a4-996b60b4c5ba,6a59d25b-fc29-4593-adcf-d1d98714e36e,17459a15-85db-4cc1-bdd6-66a6a7f59c7c,debit,GHS,124772.37,2026-05-04 05:06:24.216080+00:00,
a17f6705-a76f-4c85-9130-504d3446fbfa,bc6231b4-6577-44a9-a7ed-fee02e2a1395,c42577d9-91fe-4efa-8c32-1617914b23d6,credit,USD,432304.20,2026-03-13 23:23:09.216108+00:00,
2c6a816f-031a-4aa0-b4ca-227913c96c67,7102826d-fcea-401b-9c61-e72abc17bc8d,085fd17b-c87b-4de5-91fa-f38ff4710a97,credit,GBP,79607.33,2026-05-28 01:21:12.216135+00:00,
4d3821f6-0bec-4481-bdd7-54df1dea1929,1ef059c9-71a7-42b5-ab5e-831ac23c23ee,77caea29-a34c-46d2-9ad0-121f1955330f,debit,EUR,174835.72,2026-05-16 21:46:53.216159+00:00,
90b38869-eeb0-4230-8449-64a9714870bd,decb7b4a-3e6f-4392-89cd-278f7282d562,2981f8e3-50a4-42f4-b3b5-bd4a55ef2d5b,debit,GBP,175579.55,2026-04-29 17:55:07.216182+00:00,
6c4fb925-3c4d-456a-bf15-fbf77dd86e9b,3d583730-6e76-444a-bf1d-93ed759b0a3e,9fb2df70-5916-4ca3-b7e1-3652f85aaeea,debit,GBP,89292.12,2026-06-03 20:05:06.216206+00:00,
f4376303-89bd-42a1-b9a4-1060d93efa80,0cc24e5b-40d8-4d4b-8636-19d552774fd6,91c254cf-c036-415e-a499-f8de822c6a5e,debit,KES,492118.08,2026-05-01 03:40:06.216234+00:00,
f788ce9d-8d8b-4145-9c62-9d30af85b237,50d7450a-6bfa-4015-9cf6-5d57e3546825,c96023c3-6603-43f9-8e57-575932261eef,credit,KES,462788.33,2026-04-01 20:44:39.216257+00:00,
a5525079-ac75-4b7c-aa8a-b3fb023c9289,76a41c86-6921-4ada-9ca8-26297999ea92,085fd17b-c87b-4de5-91fa-f38ff4710a97,debit,EUR,34996.21,2026-03-10 03:40:56.216285+00:00,
3e81a590-9163-45dd-8799-a3d75eda8755,de963a32-473c-446c-bd22-899ad605a7bb,0143dc15-ca87-4b9a-89ee-ca29308007da,debit,GBP,333449.78,2026-04-29 11:34:11.216458+00:00,
c9fba5c3-b11c-436d-a0b7-29937d65288e,8dc534c3-be9d-4050-a262-251492706bb0,d9aacbe9-db49-4dfc-a4e1-e760c43fa9ac,debit,GHS,470182.43,2026-03-26 21:57:32.216528+00:00,
151ad35d-4911-42b7-a4a2-2f27006e43da,4e118094-f89e-4407-83b9-da52d7b2eedb,68d83abe-3693-4fcd-8701-64edb73d04ee,credit,NGN,151944.44,2026-04-26 19:31:33.216563+00:00,
b86456a8-0b08-423d-b269-ac18bdc15333,d7d0d503-5abf-41fe-a591-00febc767574,bfe9119d-8963-494c-bdca-4a7139677b21,credit,EUR,337816.86,2026-04-22 14:38:03.216602+00:00,
42489d89-c051-4a00-9bc0-0366ec02f614,62f89c1e-0375-4c20-add2-886f7e3636a5,17459a15-85db-4cc1-bdd6-66a6a7f59c7c,debit,GBP,257730.85,2026-04-08 10:15:05.216646+00:00,
bc27a70e-3d38-4310-abdb-59e585db4c0c,48b27581-9a2f-4111-b285-c2da9c32237a,fd017a2c-f014-4756-ad0c-53ad2bece67d,debit,USD,403283.38,2026-06-05 04:18:57.216683+00:00,
34ac0e84-b4df-4a9a-ba66-fcf6a591d179,5d139135-17a9-4382-88a7-4b344e28444e,36603112-b2b5-49d8-b996-e7d9f7e779f7,debit,EUR,443069.59,2026-05-19 16:10:13.216720+00:00,
4478fb8e-1ebf-4fd5-8de6-e3b9adbbc5a0,54dc176a-3ad0-46df-a6e8-d715489e948b,d9d96e7b-8847-48ea-a781-62138abfd6c7,debit,GHS,343814.33,2026-03-23 23:23:01.216757+00:00,
248e6a4c-f3bf-4592-892f-8c21a46251b9,5131fcdb-d27d-4a45-acec-396f3e0773ac,c646fcf1-f502-4180-b6a9-2528913913de,credit,NGN,278707.32,2026-04-24 05:35:56.216817+00:00,
7cbbaebc-b578-402d-8c6f-d7af853f3ffa,f2c34611-dd57-4540-8002-0a057c0bd167,58726f42-40a9-47ca-97e7-d5136a9ebdd5,credit,GBP,475020.30,2026-04-09 01:38:50.216867+00:00,
b2149226-a828-46cc-84bf-4f9cc6829fe2,e90e03e8-ad21-4814-aeec-1c8bfd44b1a5,9395cc7a-d5f7-42e2-81c2-a97fbcb2dbd0,credit,EUR,448605.08,2026-03-15 21:48:23.216965+00:00,
e1450893-d178-4eaa-af77-8e175c09082d,9215ac25-fe86-42b0-8ca8-6e26e3603fc4,94580f52-9673-45ef-8457-45d587d676f4,debit,EUR,313377.95,2026-04-25 20:15:12.217014+00:00,
e526abb2-5778-4dfe-8541-f77acd0be3b6,45cd8daa-29b3-41dc-a79c-db9fe05d7971,f6a4fd4c-4cd9-43ca-86bd-aa20787adf68,debit,GBP,446514.49,2026-05-25 02:47:50.217052+00:00,
903a27f4-4a46-4972-b2e1-7cb5c24d9d64,c3e99146-8e0e-456a-8735-2aae388e402c,4972c313-8335-4eca-a0da-5caeb8305fc7,debit,EUR,203805.61,2026-04-23 07:33:08.217085+00:00,
1992dbd1-354b-4a66-9659-315d09f97485,347c6604-d023-45b2-b13e-fa9e0a479012,e9fb2ae6-a72b-4c20-b683-c095d8529d51,credit,GHS,9775.78,2026-05-01 14:52:59.217120+00:00,
b6e32e20-4edf-41d5-86a6-494b4db2fe0e,af6171e7-d2d1-4417-b0f8-296f657ad417,3b19cdd0-0252-4621-9713-6066a54eca73,credit,KES,373760.36,2026-03-21 21:24:30.217154+00:00,
b43e5baa-4b04-4e46-84ae-60e1acb8f224,a886acc9-8ae2-4e2d-84e6-5f74b39ca9dd,fdc35425-00fc-4ff7-8833-f5c4c05c25b2,debit,EUR,14522.12,2026-04-03 14:38:32.217188+00:00,
5063e192-d55e-4e2d-bc0e-f6ac0cda982e,7389f0a4-a74f-4252-a33d-bf76dbb26f76,c9252f5d-7d52-4f2a-84f9-518656422d54,debit,USD,490361.18,2026-06-04 22:24:10.217220+00:00,
ad2c5b9c-15a6-4615-a9a2-3ec5fbb3e7ea,deb906ca-2451-4c80-b634-d11c7e6e13ec,d4962ba3-60cf-4939-8964-d0980f76c7c6,debit,GHS,214312.10,2026-05-20 21:46:17.217257+00:00,
9ff1eca3-d379-456a-bfcc-c30dd29f727c,0bd8af0b-0796-4d23-b555-2fd6bb3a92cd,c1374b0a-f92f-4516-9912-154b86b98997,debit,GBP,168756.90,2026-05-11 12:50:45.217289+00:00,
7778ce31-0c14-460c-96a8-4db3c2f13805,0aa32b42-a650-4c32-be06-321c5b6b9c4b,02fa75d9-35fc-45c3-9505-920745cef299,debit,EUR,9701.45,2026-06-02 11:51:57.217321+00:00,
37337fd4-f819-4c3f-8375-41fc28eb58a5,6f39000e-41c9-46e4-90ad-9f37c00685b2,a738c99b-6e8f-477e-8435-8eec180da5c4,debit,USD,99688.35,2026-04-08 05:24:54.217358+00:00,
7491333f-66c0-455c-b87a-259ba2181587,284a2dcd-d38d-470a-abcf-d0e00692f663,c484d38b-b282-4834-8814-12a631cb15ca,debit,USD,232522.34,2026-03-25 02:13:43.217397+00:00,
e686c165-f457-4e8b-99e2-973e31a14961,b886a79f-40ae-4732-81cc-a5f99a95cc10,eac2ddbf-0510-4886-a352-83ba9018e679,debit,GBP,54058.29,2026-05-08 06:19:22.217439+00:00,
8ca7c123-bb2d-4c22-b06d-240225ce0b7a,e707535a-546b-4b81-9942-06b9195d65b5,43b306fe-b7d5-41d8-b49d-969e50933cac,credit,NGN,296053.01,2026-05-14 23:21:06.217475+00:00,
f0a28f12-68ff-4564-a101-021236b17ee5,d8cfe294-cdc5-4f70-a27a-30a316e60d0b,3b4f3744-47ec-4fea-b418-73a5f36007d0,credit,KES,391319.85,2026-04-16 19:50:39.217512+00:00,
fa7fabe8-177a-4887-9b38-13ec01772460,bf6a6602-0a8c-49c1-accf-5c8c46023bb0,934be9e8-3f44-4920-813e-3ae53b40e56d,credit,NGN,424789.32,2026-05-28 07:18:26.217548+00:00,
0a30b63c-8f86-4cc8-a530-6b2a78d980c4,39e1a844-a8ba-471b-afbe-c6e12526935d,56e98a0c-ea76-4d8a-abfe-ae5df8318a4b,credit,EUR,88076.72,2026-04-05 09:33:27.217585+00:00,
bb61932a-2cf6-4157-8aed-334d56019a3a,7e56a61e-d69c-47d8-9c3d-0ac8e9d560e1,7aeeab79-bf39-4a51-9425-ba04748e610b,credit,EUR,412869.04,2026-05-12 11:49:37.217620+00:00,
e41f3fa2-6714-4f86-afe2-0b8599e64154,4148786d-0982-41e8-b10f-e9a9ab5765e1,02fa75d9-35fc-45c3-9505-920745cef299,debit,USD,375240.64,2026-04-09 07:03:39.217660+00:00,
059898b2-4294-4cf1-8fca-b163a1c47d59,c583d9d1-3de0-439c-a3b6-323dea5ffc74,d4c0acc1-9146-4e7e-b7f1-426eac1b6c90,debit,EUR,106067.80,2026-05-05 12:11:01.217752+00:00,
c9816240-5a86-4fe2-8507-227d100d6509,64c5ea26-082e-4b72-93f7-80c167580696,6e9bd6a1-a08f-4f1b-a2cd-3ca637297dac,debit,NGN,258318.46,2026-05-30 05:44:25.217824+00:00,
6fa588fe-8f95-4ef4-a893-d9e32f7b37eb,844c4674-bc5b-4616-8fbc-0894f4b41fe9,b341b4b4-2579-4f88-b5db-65d84a892b78,debit,GHS,355924.08,2026-03-22 13:33:47.217877+00:00,
d2e40634-1190-43c2-9025-ee6602787f8b,fc15832a-012a-4d25-8c05-9217e95d9e22,02be7c7b-4aa6-401a-a1d5-ddda256252bf,credit,GBP,331983.37,2026-04-22 14:27:14.217916+00:00,
ece14076-02a3-4947-94f9-eddacf7b93ad,86d95015-763b-4239-a246-eff13bcc6593,64300ddf-a0a7-445c-ad19-26e40410e30c,credit,GBP,351430.44,2026-05-08 18:44:50.217959+00:00,
934e0093-a8fe-4c5f-bbee-27fe43bf3103,609cb758-2def-4a23-a5f7-8c9793a048ec,77de198d-fb4d-4f18-92bf-f8f4721c3a4f,debit,NGN,371443.10,2026-05-20 13:48:08.218004+00:00,
c533416f-1b2d-4dfb-a40a-15c66c233535,60f0697c-5556-4fad-a2ed-b367261ae300,a86d6a59-38a1-4e65-bad8-07c67a2457f5,credit,KES,141506.52,2026-03-18 17:04:05.218050+00:00,
c95620a5-8aa8-470e-af92-324adaefeb75,f9318f82-3a6d-41a4-a533-3ea23abc11bc,3fb49a19-3e26-4239-ad99-5df4dfe01e70,debit,GHS,267072.20,2026-06-03 03:10:17.218124+00:00,
33d9a45b-32c3-44a0-9e1d-83f133145b7c,8f77695d-031f-40d9-8d88-162291d4ba49,d9aacbe9-db49-4dfc-a4e1-e760c43fa9ac,debit,NGN,436361.14,2026-05-10 22:40:35.218172+00:00,
7acd9603-e5f6-4ca7-b714-c7775fdfae54,9732f81f-ef60-46b6-b397-b703acf9735c,2e7eb261-f603-41a8-b1cd-3d11d90d41a3,debit,EUR,57052.43,2026-04-29 15:31:09.218236+00:00,
0d740b7d-bd44-4981-85b3-c9364ae36cbd,36ec107e-5520-40e6-b2d0-c1622fd0c32e,07746a5c-05d1-4cb0-b521-8a6126de4828,debit,USD,405572.93,2026-05-30 06:44:41.218311+00:00,
3a81b400-c852-4b87-be52-ad14836ffd18,cbbd5271-8770-4a8a-a55e-ba903bbf6731,625b3861-72a7-41b0-a14e-102091c97060,credit,KES,395372.51,2026-03-24 05:44:18.218358+00:00,
354cfe90-a392-45fd-910a-05c87ff36462,6d381b90-38f8-49d6-b13e-6dc529cc72b3,7f3fd566-6163-4725-96f6-d3d4dab26eab,debit,EUR,152697.07,2026-06-01 16:53:22.218413+00:00,
a74ef84c-59b2-4c32-afdd-fe95a3abfb10,6a4df7c5-fb64-4ece-95cb-d6381b1d8428,870008a4-2a64-4d72-9fff-b4522759ad9a,debit,GBP,330217.46,2026-05-15 06:18:22.218517+00:00,
2588eb63-142d-4bc8-a261-f1efdcb2d9bf,447c3f2d-2c93-4606-b471-2f55db5f53ba,4dc693dd-c935-4dbe-9211-986978156fdc,credit,GHS,296909.66,2026-06-04 09:10:28.218575+00:00,
e45d9e73-057a-42b0-9218-008a7d8a57fe,249c62ca-773b-46a4-9bd1-2fa3ede0ced1,2660e889-9f37-4fd9-a05a-72e704b91cd6,credit,GHS,116719.57,2026-03-23 01:27:30.218623+00:00,
c6ac9362-f0f2-46ee-9230-9c29b5c76cbd,1db412e6-5ba8-44ab-a210-11516b5715ce,cf9fa34f-488d-4826-8306-fa3d426f32b5,debit,NGN,272285.74,2026-05-24 02:04:07.218667+00:00,
afe067a9-5efd-4ccb-8fb9-138cfb8ef68f,3b989aae-7874-4244-b656-7d712e037b68,99b4252b-5901-4553-8073-3b80f80ed082,debit,GBP,297526.07,2026-03-10 02:41:57.218721+00:00,
dfdd5ca3-f257-4c6d-ace7-ca1b1dae2b61,94b86b68-245e-4831-9839-056d87fd1fb7,0bba4ba9-0f56-4321-a92d-b6be3512808c,debit,GBP,250241.08,2026-04-26 01:10:43.218815+00:00,
c543c709-43c3-4834-8443-28077e8f1db4,011b2f25-3520-4c17-91c2-1997d7894215,b05f84db-a198-49d2-8025-7e9037b51f79,debit,GBP,12942.19,2026-04-03 02:00:33.218860+00:00,
1bdee19d-839e-487c-93ff-888c22890f37,9c54c489-a07b-4089-b3f4-8e317fa83ae3,678c9334-01b0-4a3c-89cc-6d214adf562e,debit,NGN,381556.87,2026-04-22 20:53:21.218901+00:00,
da5487a6-04ea-416a-8687-8aa467819f11,3c9b127a-45d8-41a0-bcc7-f6aab91ce22e,d8e1b1e3-27d9-4175-bee1-e5ba1554c347,debit,EUR,317396.01,2026-05-29 16:37:14.218943+00:00,
f3dbfddb-00a7-4332-b739-9185b95925f2,b74745ef-fb42-4403-bd32-387b2b90990b,818188fe-8579-4499-8920-4a963e2ae897,debit,USD,164908.53,2026-04-20 10:42:25.219020+00:00,
335758b6-0922-4e86-ac16-db8116b9aa1d,dd52e2f8-21d4-4ffe-8ebe-41244f8a3915,122d898a-29a5-49b7-a537-c6c0d71983eb,credit,EUR,44039.02,2026-05-07 03:56:53.219131+00:00,
e02bb6e6-10bb-44d2-9a6d-1ec5645c6faf,af3d5381-29d3-4c50-abbf-c3d15325b698,ef4cc8bb-ed1b-43af-b8c7-37670b0c349f,credit,GHS,434685.05,2026-04-28 10:17:39.219182+00:00,
fbf53d6f-a85d-44c4-bd22-55c905136fe9,319bdc04-279e-4000-ae8a-9715b710eb47,59188833-a9bd-4bb1-a367-b12009e72a95,credit,GHS,221026.06,2026-05-18 18:54:29.219235+00:00,
62a88beb-1925-458e-ac77-4e777ffa5e60,7c77643b-e8b2-4245-aee5-8a0ef5e10490,fcbd7d26-3497-4ec1-9858-71b872c0c5ea,credit,NGN,14444.43,2026-04-09 10:27:51.219279+00:00,
a990cb2e-c104-4b4e-9117-1c6857a3a6c3,d2e328d0-b0a2-49a0-8926-8a864e9da572,75f2b4e3-e5ac-422b-a1c2-c6069a4cc35b,credit,KES,204001.26,2026-03-17 20:37:18.219334+00:00,
b0f6ea4d-2202-4bf9-8e17-ed383368aa77,d03df22e-ddac-4bb7-b101-1ee8d88dfc03,53544d77-7961-4b6e-b650-955f57c55a5a,debit,GHS,145937.86,2026-05-12 00:06:30.219384+00:00,
7be6f66c-8163-4718-ae92-17cb0a61a51d,966fe0b3-1adf-4824-a2c6-6366acab1dde,21901ce5-ae52-4c1b-87bf-b8a46bcf9b0a,credit,USD,191799.17,2026-04-19 04:57:01.219431+00:00,
2ace25ed-aa1e-4f09-8924-9e4ad82cc66f,90a03093-6c68-4049-b635-146956dc804d,5d40f24a-c1bc-4e9d-81b6-67ef2d2f836f,debit,GBP,467124.85,2026-05-12 14:40:51.219476+00:00,
31eeeed2-b378-4f6d-890b-9b93b5dc1ab7,707bba33-e69a-493a-888a-030d81f7d280,f2954bbc-4cfc-4958-9823-251008e3366d,credit,GHS,244825.28,2026-04-25 04:42:17.219553+00:00,
0fc98e37-c0a9-4252-8fc1-2b289be9e5e8,e2ff206a-207d-493a-b08c-e941b84dfdf1,41fbf4f0-e358-4ab4-be7b-210e0a963581,credit,EUR,466426.80,2026-03-31 19:56:38.220055+00:00,
f7afc30b-48e6-4af4-bc0d-923441a8bb21,6e6f6cce-fe7a-4516-8d37-406896ad3177,0c30e0de-7ae8-4d7d-8336-5d44dd4e941d,credit,GBP,372355.13,2026-03-10 20:47:29.220118+00:00,
6e0ab75d-6ba3-4e60-b38d-07c2d2b8df0b,4d56ba91-b0d2-4058-ad73-fe76b9ff93da,0143dc15-ca87-4b9a-89ee-ca29308007da,debit,NGN,63131.87,2026-05-06 07:38:05.220156+00:00,
1ff608c2-b081-400a-ac75-256dffa37984,138cd09b-7077-48d7-aae2-9c5f65733a7f,70686d45-e966-4b96-85e4-a48013d81519,debit,EUR,7683.65,2026-04-28 17:55:09.220195+00:00,
06e052ce-a2ae-45d4-a674-b722b8bad35c,6f9fddb7-2fb2-490f-a14b-97ed1e97d108,4ad44fd4-8473-4e1e-923e-a5befbd02e2e,credit,GBP,311633.47,2026-04-05 11:00:06.220245+00:00,
4f41a8f8-8e62-4c74-aff9-39741cb5cf26,ca721544-1dfe-4bb0-abd8-8c321bf4948d,233744bb-3477-46d0-8953-a053c728e6bf,credit,GBP,313403.32,2026-03-14 20:25:51.220282+00:00,
